id,cons1,cons2,cons3,cons4,cons5,cons6,cons7,cons8,cons9,cons10,cons11,cons12,cons13,cons14,cons15,SocialMedia,AnnoyingVariable,Age,Anx1,Anx2,Anx3,Anx4,Anx5,Gender,anes_0,anes_rep,anes_dem,anes_ind
1150,4,4,2,3,3,3,4,4,3,3,4,3,4,3,4,1,1,67,4,4,4,2,2,1,2,NA,6,NA
1151,1,4,1,1,2,1,3,1,1,3,1,2,2,2,4,2,1,61,2,2,2,4,4,1,1,1,NA,NA
1152,1,5,1,3,3,1,3,1,1,3,1,1,1,1,1,1,1,53,1,1,1,3,5,1,3,NA,NA,3
1153,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,65,2,2,2,3,4,2,2,NA,6,NA
1154,2,3,1,2,4,5,4,2,3,4,4,4,2,4,5,2,1,73,4,4,1,1,2,1,3,NA,NA,4
1155,3,4,4,3,4,3,4,5,3,4,3,4,5,4,5,2,1,68,1,1,1,2,1,2,2,NA,7,NA
1156,3,4,3,3,2,3,3,4,3,4,2,4,3,3,4,2,1,69,2,5,3,1,4,1,3,NA,NA,4
1157,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,1,1,73,2,2,1,4,4,1,2,NA,7,NA
1158,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,1,1,19,4,1,3,3,4,2,2,NA,6,NA
1159,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,74,1,1,1,4,4,1,1,1,NA,NA
1160,2,2,1,2,2,2,1,2,1,2,1,1,1,1,2,2,1,86,1,1,1,4,5,1,2,NA,7,NA
1161,1,2,1,3,3,1,1,4,2,2,2,1,1,2,1,2,1,65,1,1,1,4,3,2,1,1,NA,NA
1162,3,3,3,2,2,3,3,2,1,3,3,3,3,3,3,1,1,60,1,1,1,5,5,1,2,NA,7,NA
1163,4,4,2,2,1,3,2,4,2,3,1,1,3,5,5,1,1,22,2,4,4,4,4,2,3,NA,NA,4
1164,3,3,3,3,3,3,3,3,NA,3,3,3,3,3,3,1,1,50,3,3,3,3,3,1,2,NA,7,NA
1165,2,2,2,4,2,3,2,3,3,3,3,3,3,3,3,1,1,77,3,3,3,3,3,2,2,NA,6,NA
1166,4,4,5,4,5,4,3,3,4,3,3,3,3,3,4,2,1,70,1,3,3,2,4,1,3,NA,NA,4
1167,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,2,1,36,1,1,1,4,1,2,2,NA,7,NA
1168,5,5,5,5,5,5,5,5,5,4,4,4,4,4,2,2,1,68,5,4,4,2,1,1,3,NA,NA,4
1169,4,4,2,5,5,5,4,4,4,4,5,5,4,5,5,1,1,81,1,1,2,1,5,1,1,1,NA,NA
1170,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,38,2,2,2,4,2,1,1,1,NA,NA
1171,2,2,1,3,3,2,2,3,1,3,4,4,3,3,4,1,1,49,2,3,3,3,3,1,3,NA,NA,3
1172,2,4,4,2,1,1,1,4,1,2,1,2,2,1,2,2,1,63,1,1,1,4,5,1,2,NA,7,NA
1173,3,3,3,3,3,3,3,NA,3,3,3,3,3,3,3,1,1,40,3,3,3,5,4,1,3,NA,NA,4
1174,2,3,2,4,4,4,3,4,4,4,4,3,3,4,4,1,1,36,3,4,4,2,2,1,2,NA,6,NA
1175,3,3,3,3,4,3,4,4,3,3,4,3,3,3,3,1,1,36,4,4,4,4,4,1,3,NA,NA,4
1176,3,3,2,3,3,3,3,4,4,3,3,3,4,3,4,1,1,65,1,1,2,4,1,1,1,1,NA,NA
1177,3,3,4,3,3,2,3,3,4,3,2,3,2,3,3,2,1,59,2,3,2,4,3,1,2,NA,7,NA
1178,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,20,2,2,2,4,2,1,3,NA,NA,5
1179,2,2,3,1,1,2,1,2,1,2,2,4,1,1,3,2,1,57,2,2,3,3,3,1,2,NA,7,NA
1180,1,1,3,2,3,3,2,3,4,4,3,3,2,4,3,2,1,29,3,4,2,1,2,1,1,1,NA,NA
1181,2,3,1,2,2,2,2,2,3,3,2,2,2,3,3,1,1,69,3,3,3,2,3,2,1,2,NA,NA
1182,4,4,1,5,5,5,5,3,5,3,5,5,5,2,5,2,1,72,1,1,2,5,4,1,1,1,NA,NA
1183,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,68,1,2,2,2,4,1,2,NA,6,NA
1184,1,4,5,5,5,5,5,1,1,5,5,5,1,3,5,1,1,60,1,1,1,5,4,1,1,2,NA,NA
1185,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,79,1,1,1,5,5,1,2,NA,7,NA
1186,2,2,1,1,1,2,1,2,1,1,2,1,1,1,2,2,1,72,3,2,3,3,3,1,2,NA,7,NA
1187,2,4,3,3,4,3,3,2,2,4,4,4,4,3,4,2,1,62,4,3,3,4,3,2,1,2,NA,NA
1188,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,51,4,4,4,1,2,1,3,NA,NA,5
1189,1,2,1,1,3,2,2,2,1,4,1,2,1,1,3,2,1,72,2,1,1,3,4,1,2,NA,7,NA
1190,3,4,1,2,1,2,3,3,2,2,3,3,3,3,2,2,1,68,5,5,5,2,5,1,2,NA,6,NA
1191,1,3,1,2,1,2,1,2,1,2,1,2,1,2,2,2,1,60,2,3,1,2,3,2,1,2,NA,NA
1192,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,73,1,2,1,4,5,2,3,NA,NA,4
1193,5,2,2,4,2,4,3,4,3,4,4,4,4,4,4,2,1,30,2,4,4,1,2,1,2,NA,7,NA
1194,2,4,1,2,2,3,4,4,1,2,4,3,1,1,5,2,1,68,2,3,2,3,3,1,1,1,NA,NA
1195,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,74,1,1,1,4,5,1,2,NA,6,NA
1196,1,4,3,4,4,2,2,1,1,3,1,4,1,2,2,2,1,73,3,1,4,3,4,1,1,1,NA,NA
1197,1,2,2,5,5,2,3,4,3,3,4,3,2,2,4,1,1,78,1,1,2,4,4,1,1,1,NA,NA
1198,3,3,3,4,4,3,4,4,4,3,4,3,2,4,4,1,1,43,3,3,3,2,3,1,3,NA,NA,4
1199,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,70,1,1,1,4,2,1,3,NA,NA,4
1200,1,2,1,2,1,1,1,2,1,4,1,3,3,3,5,2,1,74,2,2,2,3,4,1,3,NA,NA,4
1201,4,3,4,5,4,4,4,5,4,4,4,4,4,4,4,2,1,83,3,3,2,4,2,1,1,2,NA,NA
1202,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,80,3,3,3,1,3,1,2,NA,7,NA
1203,2,4,1,1,1,1,4,1,3,2,2,3,1,2,2,1,1,70,1,1,1,4,5,1,1,1,NA,NA
1204,3,3,3,4,3,3,3,4,3,3,3,4,3,3,4,1,1,74,1,1,1,4,5,1,1,1,NA,NA
1205,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,75,1,1,2,3,4,1,3,NA,NA,5
1206,3,4,4,4,3,4,4,4,4,4,3,4,4,4,4,2,1,85,2,2,2,4,3,1,2,NA,6,NA
1207,3,3,1,2,3,2,2,1,1,3,3,2,2,2,4,2,1,79,1,1,3,3,5,1,1,2,NA,NA
1208,1,2,1,3,2,2,1,2,2,2,2,4,2,2,2,1,1,62,1,2,2,2,4,1,1,2,NA,NA
1209,3,3,2,2,2,4,3,4,4,4,4,4,2,2,4,2,1,63,1,2,1,4,3,1,3,NA,NA,3
1210,2,2,2,3,2,2,2,2,2,3,2,2,2,2,3,1,1,73,1,2,2,3,3,1,3,NA,NA,4
1211,3,4,3,4,2,4,2,2,3,4,4,3,2,2,4,1,1,61,2,2,2,2,2,1,3,NA,NA,4
1212,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,1,1,78,4,4,4,2,2,1,1,2,NA,NA
1213,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,76,1,2,5,4,3,1,2,NA,6,NA
1214,2,3,1,1,4,2,2,1,2,2,2,3,2,2,4,2,1,73,2,2,2,4,3,1,1,1,NA,NA
1215,1,3,4,4,4,3,2,3,4,4,3,3,1,3,4,1,1,65,1,2,2,4,4,1,1,1,NA,NA
1216,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,74,3,3,1,3,2,1,2,NA,7,NA
1217,1,2,3,2,2,1,3,4,2,3,1,3,3,3,3,2,1,70,2,4,2,2,3,1,3,NA,NA,4
1218,2,4,1,2,3,3,2,3,2,3,4,3,2,3,5,1,1,69,1,1,3,3,3,1,3,NA,NA,5
1219,1,1,1,1,2,1,1,3,1,1,1,1,1,1,4,2,1,42,4,3,3,1,1,1,3,NA,NA,4
1220,3,3,2,2,5,4,2,2,2,4,4,2,2,2,5,1,1,41,4,4,1,3,2,1,3,NA,NA,4
1221,5,5,3,5,5,5,5,3,4,5,5,5,3,5,5,2,1,73,2,4,2,2,2,3,2,NA,6,NA
1222,1,1,1,1,1,1,1,3,1,3,1,3,3,2,3,1,1,71,2,2,2,3,4,1,2,NA,6,NA
1223,2,4,1,3,4,3,4,1,2,2,5,4,1,2,5,1,1,52,3,4,2,2,3,2,1,1,NA,NA
1224,2,1,1,1,2,3,1,1,1,1,1,1,1,1,3,2,1,61,2,3,1,3,2,1,1,2,NA,NA
1225,1,3,1,2,2,1,1,1,2,2,1,1,1,1,4,1,1,79,1,3,1,2,1,2,1,2,NA,NA
1226,1,1,1,2,2,1,1,1,1,2,1,4,1,1,4,1,1,65,2,2,4,3,3,1,3,NA,NA,3
1227,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,1,63,3,2,2,3,2,1,2,NA,7,NA
1228,1,2,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,40,1,1,2,5,5,1,3,NA,NA,4
1229,1,1,1,1,2,1,1,3,1,1,1,1,1,3,3,1,1,71,1,1,1,4,5,2,1,1,NA,NA
1230,1,3,2,4,3,2,3,2,2,3,3,4,3,3,4,1,1,67,3,2,2,2,2,1,1,1,NA,NA
1231,4,3,4,4,4,3,3,5,2,3,4,3,3,3,4,2,1,50,4,3,2,2,2,1,1,1,NA,NA
1232,2,4,2,2,2,2,2,2,3,2,2,3,2,2,4,2,1,71,1,1,1,4,5,1,1,1,NA,NA
1233,1,1,1,1,1,1,1,1,1,3,1,1,1,2,4,2,1,57,4,4,4,2,2,1,3,NA,NA,4
1234,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,60,3,3,4,2,2,1,2,NA,7,NA
1235,3,5,3,4,3,4,5,4,4,4,5,4,4,5,5,1,1,71,3,3,2,4,2,1,3,NA,NA,4
1236,2,2,2,3,5,5,2,4,4,3,4,2,2,2,5,2,1,74,2,3,5,1,5,2,1,1,NA,NA
1237,2,3,2,2,3,2,2,2,1,3,3,2,2,3,3,2,1,76,4,4,4,2,1,1,2,NA,6,NA
1238,4,4,4,3,4,4,4,4,1,4,4,4,1,1,4,1,1,80,2,2,2,2,4,2,1,1,NA,NA
1239,3,2,3,3,3,3,1,1,3,3,4,2,1,3,4,2,1,67,4,4,4,1,3,1,3,NA,NA,3
1240,1,2,1,2,2,1,2,4,1,2,4,3,2,1,4,2,1,73,1,1,2,4,4,2,1,1,NA,NA
1241,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,65,2,2,5,4,4,1,2,NA,6,NA
1242,3,4,3,2,2,2,2,2,2,3,2,3,2,3,3,1,1,57,1,3,1,3,5,1,2,NA,6,NA
1243,2,5,1,3,4,4,2,1,2,4,3,4,1,4,5,1,1,76,3,3,3,2,3,1,1,1,NA,NA
1244,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,30,2,3,5,2,2,1,2,NA,7,NA
1245,3,4,1,1,2,4,1,3,2,1,2,2,1,3,4,2,1,66,2,1,1,2,4,1,2,NA,7,NA
1246,2,3,1,3,1,1,1,4,1,2,3,2,1,3,4,2,1,69,2,1,3,4,3,1,2,NA,7,NA
1247,2,2,1,2,2,1,4,1,4,3,2,4,1,2,2,2,1,53,1,1,1,5,5,2,2,NA,6,NA
1248,4,1,1,1,3,1,1,5,1,1,1,1,1,1,5,1,1,55,1,1,3,4,4,1,3,NA,NA,5
1249,1,2,1,1,1,2,1,1,1,2,2,1,1,1,2,1,1,70,2,4,3,2,3,1,2,NA,6,NA
1250,2,4,1,2,2,4,4,5,4,4,4,5,3,3,5,2,1,73,3,2,1,4,2,2,3,NA,NA,5
1251,2,1,1,2,4,2,1,1,1,2,2,1,1,2,2,2,1,75,1,2,2,3,4,2,2,NA,7,NA
1252,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,2,1,53,1,1,4,3,5,2,1,1,NA,NA
1253,5,5,5,4,5,4,5,4,5,4,5,4,5,4,5,2,1,50,1,1,2,3,4,2,1,2,NA,NA
1254,3,4,2,3,3,3,4,4,4,4,3,5,1,4,5,1,1,80,3,3,3,3,3,1,1,2,NA,NA
1255,1,1,1,1,3,1,2,3,3,3,1,2,1,3,4,1,1,70,4,4,4,1,2,2,1,1,NA,NA
1256,1,4,1,3,5,3,2,2,2,4,3,3,2,2,5,1,1,64,2,2,2,2,2,1,3,NA,NA,4
1257,1,3,2,2,3,2,4,2,1,3,2,3,1,3,5,2,1,68,1,1,1,4,5,2,1,1,NA,NA
1258,1,1,1,3,1,2,2,3,1,3,2,1,1,3,2,2,1,69,3,2,2,3,3,2,3,NA,NA,5
1259,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,64,1,1,1,4,5,2,2,NA,7,NA
1260,1,2,1,3,1,2,4,1,1,3,1,2,1,2,4,2,1,58,4,4,5,2,2,1,3,NA,NA,5
1261,3,4,3,4,4,3,4,4,4,3,4,4,3,4,4,1,1,72,2,2,2,4,4,1,1,2,NA,NA
1262,3,1,1,2,2,1,1,4,1,3,2,1,2,1,3,1,1,58,1,1,1,4,2,1,2,NA,6,NA
1263,5,4,5,3,5,5,5,5,4,5,5,4,3,3,5,2,1,36,4,4,3,2,1,1,1,2,NA,NA
1264,1,1,1,1,1,1,1,5,1,4,1,1,1,1,4,2,1,66,1,1,1,4,4,2,3,NA,NA,4
1265,2,1,1,3,1,1,2,4,2,3,1,2,1,1,4,2,1,66,1,1,3,2,4,1,2,NA,7,NA
1266,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,29,3,3,3,3,3,1,3,NA,NA,4
1267,3,4,2,3,3,4,3,3,4,4,4,4,3,4,4,2,1,70,2,1,3,4,4,1,3,NA,NA,4
1268,3,4,3,4,5,3,4,5,3,4,5,4,3,4,5,1,1,84,1,1,1,4,5,2,3,NA,NA,3
1269,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,1,1,67,1,1,1,2,4,2,2,NA,7,NA
1270,1,1,2,2,2,3,1,2,4,4,3,1,1,2,4,1,1,68,4,4,4,4,1,1,1,1,NA,NA
1271,2,3,2,2,2,1,2,2,1,3,2,3,2,1,4,1,1,70,2,2,2,4,2,1,2,NA,7,NA
1272,1,1,1,4,3,4,3,4,2,3,4,4,4,5,4,1,1,71,3,3,1,3,2,1,2,NA,6,NA
1273,1,2,1,1,2,1,1,1,1,4,1,1,1,2,2,1,1,75,1,1,1,2,4,1,2,NA,7,NA
1274,2,2,1,2,2,2,2,1,1,2,2,2,1,1,2,2,1,58,1,1,2,2,2,1,3,NA,NA,4
1275,1,1,1,2,1,1,1,3,1,3,1,1,1,1,2,1,1,63,1,1,1,2,5,2,2,NA,7,NA
1276,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,1,1,69,1,4,4,2,4,1,3,NA,NA,3
1277,4,4,1,5,5,2,4,1,5,3,4,5,1,4,5,2,1,72,1,2,1,4,5,1,1,2,NA,NA
1278,2,3,2,3,4,3,2,4,4,2,4,4,3,3,4,2,1,75,2,2,2,3,4,1,1,1,NA,NA
1279,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,82,2,2,2,2,3,2,3,NA,NA,5
1280,2,3,1,3,2,2,3,2,1,1,4,3,2,1,4,2,1,79,1,1,1,4,5,2,1,1,NA,NA
1281,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,57,2,3,3,3,3,1,1,1,NA,NA
1282,3,4,4,3,2,3,4,5,3,4,3,4,4,4,4,1,1,69,1,1,1,3,5,2,2,NA,7,NA
1283,4,4,5,4,5,4,5,5,4,5,4,5,5,4,5,2,1,69,1,1,1,5,5,1,2,NA,6,NA
1284,2,2,2,4,4,2,2,4,4,2,2,3,2,4,4,1,1,56,5,3,1,4,1,2,3,NA,NA,4
1285,2,4,1,2,4,3,4,3,4,3,4,4,2,4,4,1,1,67,2,2,2,4,4,2,1,2,NA,NA
1286,2,1,1,3,4,2,2,4,2,4,2,1,2,2,3,2,1,45,3,2,3,2,2,1,3,NA,NA,4
1287,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,61,1,1,2,3,5,1,2,NA,6,NA
1288,4,4,1,4,4,4,4,1,3,4,4,4,1,4,4,2,1,64,2,1,1,4,4,1,1,1,NA,NA
1289,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,74,2,3,2,4,2,2,2,NA,7,NA
1290,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,59,3,3,3,3,3,1,2,NA,7,NA
1291,3,4,1,3,5,1,4,1,2,4,4,4,1,4,5,1,1,65,4,4,3,1,2,2,1,1,NA,NA
1292,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,2,1,70,2,2,2,2,4,2,3,NA,NA,5
1293,2,2,1,1,1,2,3,1,2,3,2,2,1,2,3,1,1,78,1,2,1,4,5,1,2,NA,6,NA
1294,2,3,3,2,4,3,3,4,3,2,3,4,2,3,4,1,1,81,1,1,2,3,5,2,2,NA,6,NA
1295,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,74,1,1,1,5,5,1,1,2,NA,NA
1296,3,3,2,1,1,3,4,3,2,3,3,4,2,2,3,1,1,57,1,2,5,1,4,1,2,NA,6,NA
1297,2,4,2,4,4,4,2,2,5,4,4,2,2,2,4,1,1,59,2,2,2,4,2,1,1,1,NA,NA
1298,2,4,1,4,4,4,1,3,2,5,4,2,3,2,5,1,1,45,1,1,1,5,5,1,1,1,NA,NA
1299,4,2,1,3,2,1,1,4,2,5,2,3,2,1,3,1,1,59,1,3,3,2,5,2,2,NA,7,NA
1300,3,3,3,4,3,3,4,3,3,3,4,4,3,3,4,2,1,71,3,1,1,3,2,1,1,1,NA,NA
1301,2,2,1,2,2,3,2,2,2,3,3,2,1,2,3,2,1,56,2,2,2,2,3,2,2,NA,6,NA
1302,5,3,5,5,5,4,4,5,4,3,4,4,4,4,5,2,1,72,2,2,3,3,3,1,1,1,NA,NA
1303,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,70,1,1,1,5,5,1,2,NA,7,NA
1304,2,2,1,4,4,3,2,1,1,3,4,2,1,2,5,2,1,53,2,2,2,4,4,1,2,NA,7,NA
1305,3,4,1,4,4,3,4,1,3,3,4,3,1,3,4,2,1,67,2,3,2,4,3,1,1,2,NA,NA
1306,3,3,2,3,3,3,4,3,2,3,3,3,3,2,3,2,1,67,4,3,4,2,2,1,2,NA,6,NA
1307,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,66,1,2,2,4,1,2,1,1,NA,NA
1308,3,3,2,2,2,3,3,3,3,4,2,3,2,2,4,1,1,66,2,1,1,3,2,1,3,NA,NA,5
1309,2,3,1,4,4,2,4,4,3,4,4,4,3,4,4,2,1,66,2,3,3,3,3,1,2,NA,7,NA
1310,4,4,4,4,5,5,5,4,4,3,5,5,3,4,5,1,1,73,3,3,3,2,2,1,1,1,NA,NA
1311,3,2,1,4,1,1,1,1,1,1,1,2,1,1,1,2,1,82,2,1,2,4,4,1,1,2,NA,NA
1312,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,2,1,57,1,1,2,4,4,1,1,2,NA,NA
1313,4,4,1,4,4,2,4,1,3,4,4,4,1,1,4,2,1,70,2,1,2,5,4,2,3,NA,NA,3
1314,4,4,3,5,5,5,4,4,3,4,5,5,3,4,5,2,1,43,5,3,3,1,1,1,3,NA,NA,4
1315,4,4,4,4,4,4,4,5,3,3,4,4,2,3,4,1,1,63,1,1,2,4,5,2,1,2,NA,NA
1316,2,4,1,1,3,2,3,3,1,2,2,1,3,1,3,1,1,60,1,1,1,4,1,1,1,2,NA,NA
1317,4,2,3,4,4,3,4,2,1,3,3,3,2,2,4,1,1,53,1,1,1,4,4,1,2,NA,6,NA
1318,1,2,1,3,NA,NA,2,3,3,3,2,2,3,2,3,1,1,62,4,4,4,2,5,1,1,1,NA,NA
1319,3,3,3,3,3,3,3,3,4,3,3,3,2,3,4,2,1,72,2,2,3,3,4,1,1,1,NA,NA
1320,2,1,1,2,2,2,1,1,1,2,2,1,1,1,2,2,1,70,4,2,4,2,1,1,3,NA,NA,3
1321,2,2,1,2,2,1,1,3,1,2,1,2,3,2,3,2,1,50,2,3,3,2,3,2,1,2,NA,NA
1322,5,4,1,4,4,1,1,2,4,4,4,4,4,2,5,1,1,67,2,3,3,2,2,2,3,NA,NA,4
1323,1,2,1,1,1,1,1,1,1,3,1,2,1,1,2,1,1,79,3,3,3,3,2,1,2,NA,7,NA
1324,3,2,2,4,4,2,1,2,1,4,1,1,1,2,1,1,1,67,1,1,1,5,5,2,1,2,NA,NA
1325,2,2,2,2,3,4,2,4,2,5,3,2,2,2,5,2,1,62,2,1,1,5,4,1,1,2,NA,NA
1326,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,1,1,57,4,3,4,1,1,1,2,NA,7,NA
1327,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,62,1,1,1,5,5,1,2,NA,6,NA
1328,2,2,2,2,1,2,2,2,1,2,1,2,1,1,1,1,1,54,1,1,3,2,1,1,3,NA,NA,3
1329,1,4,2,4,4,3,4,4,1,3,4,4,1,4,4,2,1,64,1,1,1,4,1,1,3,NA,NA,5
1330,3,1,1,1,2,3,1,4,5,5,5,3,5,5,5,1,1,45,1,1,1,5,5,2,2,NA,7,NA
1331,2,5,1,5,3,5,5,4,3,5,4,5,4,5,5,1,1,70,1,2,1,4,4,1,1,1,NA,NA
1332,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,2,1,75,1,1,1,5,5,1,1,1,NA,NA
1333,2,2,1,4,4,4,1,2,4,3,2,5,2,2,5,2,1,87,1,2,4,4,5,2,1,1,NA,NA
1334,4,4,2,4,4,4,4,2,2,2,4,3,2,4,3,1,1,57,2,3,2,3,4,1,1,2,NA,NA
1335,3,5,2,3,1,3,4,3,4,3,2,4,3,2,4,1,1,67,3,3,4,2,1,1,2,NA,7,NA
1336,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,2,1,46,2,2,1,2,5,1,3,NA,NA,3
1337,1,4,2,3,4,2,4,4,2,2,1,4,3,4,4,2,1,73,2,4,4,2,4,1,1,1,NA,NA
1338,1,2,1,3,3,4,2,1,1,2,3,3,1,1,4,1,1,70,2,2,4,2,4,1,1,2,NA,NA
1339,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,1,59,2,1,1,4,4,2,2,NA,7,NA
1340,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,69,2,2,2,2,2,2,2,NA,7,NA
1341,1,4,1,4,4,1,2,3,1,3,4,4,1,5,5,2,1,58,2,3,3,1,2,1,1,1,NA,NA
1342,2,4,3,2,3,4,5,3,3,3,3,5,2,3,4,2,1,76,2,1,1,4,4,1,3,NA,NA,4
1343,4,4,2,2,2,3,3,4,3,3,3,3,4,3,4,2,1,73,3,3,3,2,2,2,2,NA,6,NA
1344,3,4,2,2,2,2,1,2,2,2,2,2,1,2,2,1,1,51,2,2,3,2,2,1,1,2,NA,NA
1345,1,1,1,2,3,2,2,1,1,4,3,2,1,2,4,2,1,60,1,2,4,3,5,1,3,NA,NA,4
1346,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,57,2,4,4,4,4,1,1,1,NA,NA
1347,1,4,1,2,2,1,4,2,2,4,2,4,1,2,4,1,1,66,2,2,3,1,4,2,3,NA,NA,4
1348,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,2,1,65,1,1,1,4,4,2,1,1,NA,NA
1349,1,1,4,1,3,1,1,4,4,3,3,2,4,3,4,2,1,73,1,1,1,5,5,2,1,1,NA,NA
1350,2,2,3,3,3,2,3,4,4,4,2,3,3,3,4,2,1,74,2,2,2,4,4,2,1,2,NA,NA
1351,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,60,2,2,1,2,4,2,1,1,NA,NA
1352,1,4,1,1,1,2,2,1,1,2,2,3,1,1,3,1,1,64,1,1,1,4,1,1,2,NA,7,NA
1353,2,4,1,5,4,4,4,1,2,2,3,4,1,1,5,1,1,75,1,1,1,4,4,1,2,NA,6,NA
1354,1,1,1,1,2,1,1,4,1,1,1,1,2,2,2,2,1,71,1,1,1,4,5,2,2,NA,7,NA
1355,1,1,1,3,3,1,2,3,1,2,1,1,1,1,1,1,1,67,1,1,2,4,5,1,2,NA,7,NA
1356,3,4,4,4,4,2,4,4,4,4,1,4,4,5,5,1,1,74,1,1,1,5,1,2,1,1,NA,NA
1357,4,5,5,5,4,5,5,4,5,5,5,5,4,5,3,2,1,65,2,2,3,4,3,2,3,NA,NA,5
1358,4,3,2,5,5,4,3,3,3,3,4,4,2,4,5,1,1,68,1,2,1,4,5,1,1,1,NA,NA
1359,2,2,2,3,4,2,2,4,2,4,4,2,3,4,4,1,1,70,2,2,2,4,4,2,3,NA,NA,3
1360,1,3,1,1,1,3,1,4,1,4,4,2,3,1,2,1,1,57,1,1,1,3,1,2,3,NA,NA,4
1361,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,2,1,40,4,3,2,2,2,1,2,NA,7,NA
1362,3,3,3,2,2,2,2,1,2,2,2,2,2,2,1,1,1,42,3,3,4,3,4,1,1,1,NA,NA
1363,2,3,1,1,2,1,1,1,1,2,2,2,1,2,4,2,1,77,2,2,2,4,4,2,2,NA,6,NA
1364,1,1,1,1,4,1,1,2,1,2,1,2,2,3,3,1,1,52,3,4,2,2,3,2,1,1,NA,NA
1365,3,3,2,2,3,2,3,1,3,3,2,2,1,2,2,1,1,70,2,1,2,2,3,1,3,NA,NA,4
1366,5,5,4,3,4,5,3,5,3,3,2,2,3,2,5,1,1,26,4,4,4,4,4,1,1,1,NA,NA
1367,1,4,3,4,2,5,2,5,1,5,4,5,3,2,4,1,1,62,4,3,4,4,2,2,2,NA,7,NA
1368,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,73,2,3,2,3,3,1,1,2,NA,NA
1369,3,3,2,3,3,3,3,2,2,3,3,3,2,3,4,1,1,57,3,3,2,3,3,1,1,1,NA,NA
1370,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,67,4,4,4,4,4,2,1,1,NA,NA
1371,1,2,1,1,1,1,2,3,1,4,2,1,3,1,4,1,1,65,1,1,2,4,5,2,3,NA,NA,4
1372,3,2,2,3,1,4,2,4,4,2,4,3,4,4,5,1,1,68,1,1,2,4,1,1,1,2,NA,NA
1373,1,1,1,1,1,1,1,2,1,2,1,1,2,2,3,1,1,73,2,2,3,3,4,1,2,NA,7,NA
1374,1,1,1,1,1,1,1,1,1,3,1,1,1,2,2,1,1,68,2,2,2,3,4,2,2,NA,6,NA
1375,4,4,4,4,4,5,4,4,4,4,4,4,3,4,4,2,1,84,2,3,2,4,4,1,1,1,NA,NA
1376,2,2,1,2,2,2,2,1,1,2,2,2,2,3,3,2,1,68,2,2,2,4,4,1,1,1,NA,NA
